3M SKU:;3M SKU Description:;Division:;contar
70201079129;FILTEK Z250 XT A3;OCSD;85
70201079137;FILTEK Z250 XT A3.5;OCSD;72
70201079145;FILTEK Z250 XT A4;OCSD;10
70201404913;FILTEK ONE CAPSULA A1;OCSD;0
70201404921;FILTEK ONE CAPSULA A2;OCSD;0
70201404939;FILTEK ONE CAPSULA A3;OCSD;3
XA009216731;KIT FILTEK P60 X3 JER + SB2 3 GR + ETCHANT GEL JER;OCSD;0
XA009216749;KIT SOF-LEX MINI X40 + MANDRIL;OCSD;8
XA009216756;KIT SOF-LEX X120 + 6 SOF-LEX DIAM + MANDRIL;OCSD;3
XA009216772;KIT FILTEK ONE BULK FILL X3 JER + SBU 3ML + ETCHAN;OCSD;0
XA009216806;FILTEK Z250 XT X5 JER + SB2 3GR + ETCHANT + AC;OCSD;9
XA009216780;KIT FILTEK Z250 XT X3 JER + SB2 3GR + ETCHANT + AC;OCSD;0
XA009216871;KIT FILTEK Z350 XT X5 + SBU 5ML + ETCHANT + 6 SOF-;OCSD;23
XA009216855;KIT FILTEK Z350 XT X8 JER + SBU 5ML + ETCH + 6 SOF;OCSD;1
70201413591;1983RA SOF-LEX MANDRELS (3/PACK);OCSD;162
UU009805928;76973 ELIPAR DEEPCURE-L 100V-240V INT;OCSD;99
70201408039;3M FILTEK  SUPREME FLOWABLE RESTORATIVE, 7032A2;OCSD;160
70201408054;3M FILTEK  SUPREME FLOWABLE RESTORATIVE, 7032A3;OCSD;135
70201408401;3M FILTEK BULK FILL FLOWABLE RESTORATIVE, 4862A2;OCSD;140
70201408419;3M FILTEK BULK FILL FLOWABLE RESTORATIVE, 4862A3;OCSD;188
70201408427;3M FILTEK BULK FILL FLOWABLE RESTORATIVE, 4862U;OCSD;0
70201033233;77581 GARANT DISPENSER 4:1/10:1;OCSD;0
70201413765;1919B DISP APPLICATOR BRUSH TIP, 60/PACK;OCSD;0
UU009806009;7307 VPS ADHESIVE EP;OCSD;0
70201408807;3700T 3M FILTEK SUPREME FLOWABLE PUNTAS;OCSD;0
70201408849;3740T PUNTA DE DISPENSACIÓN PARA RESTAURADOR FLUIDO;OCSD;0
UU010434544;71453 GARANT MIXING TIPS REFILL;OCSD;0
70201408880;5855SG FILTEK UNIVERSAL SHADE GUIDE;OCSD;0
70201130849;Express XT Light Body;OCSD;20
70201030882;"4850C Discos Sof-Lex 3/8"" Grueso, 30/bolsa";OCSD;165
70201030890;"4850M Discos Sof-Lex 3/8"" Mediano, 30/bolsa";OCSD;76
70201030908;"4850F Discos Sof-Lex 3/8"" Fino, 30/bolsa";OCSD;70
70201030940;"4851F Discos Sof-Lex 1/2""  Fino, 30/bolsa";OCSD;94
70201030932;"4851M Discos Sof-Lex 1/2"" Mediano, 30/bolsa";OCSD;114
70201030957;"4851SF Discos Sof-Lex 1/2"" Super Fino, 30/bolsa";OCSD;52
70201030999;"4930SF Discos Sof-Lex XT 3/8"" Super Fino, 30/bolsa";OCSD;29
70201030981;"4930F Discos Sof-Lex XT  3/8"" Fino, 30/bolsa";OCSD;40
70201030973;"4930M Discos Sof-Lex XT 3/8"" Mediano, 30/bolsa";OCSD;41
70201030965;"4930C Discos Sof-Lex XT 3/8"" Grueso, 30/bolsa";OCSD;44
70201031039;"4931SF Discos Sof-Lex XT 1/2"" Super Fino, 30/bolsa";OCSD;23
70201031021;"4931F Discos Sof-Lex XT 1/2"" Fino, 30/bolsa";OCSD;53
70201031013;"4931M Discos Sof-Lex XT 1/2"" Mediano, 30/bolsa";OCSD;65
70201031005;"4931C Discos Sof-Lex XT 1/2"" Grueso, 30/bolsa";OCSD;80
XA009220667;KIT FILTEK P60 PLUS FILTEK ONE;OCSD;0
XA009220683;KIT FILTEK UNIVERSAL X2 JER + SBU + SOF-LEX;OCSD;2
XA009221079;FILTEK Z350 XT - KIT ESTÉTICA AVANZADA PLUS X 8 JER;OCSD;0
XA009221053;FILTEK Z250 XT - INSTITUTIONAL KIT PLUS + 5 JER;OCSD;0
70201408583;3M FILTEK  SUPREME FLOWABLE RESTORATIVE, 7032A2;OCSD;0
70201407510; 6585A2-S FILTEK UNIV A2 SYG 1G;OCSD;0
70201140434;SINGLE BOND UNIVERSAL TRIAL KIT 1.5;OCSD;0
70201413781;3303DT TRI CURE DELIVERY TIPS REFILL;OCSD;0
UU010435632;71452 GARANT MIXING TIPS REFILLPACK YELLOW;OCSD;0
70201408716;3M FILTEK BULK FILL FLOWABLE RESTORATIVE, 4862U;OCSD;0
XA009224321;FILTEK Z350 XT ESSENTIAL KIT;OCSD;0
XA009224313;FILTEK P60 + FILTEK ONE ESSENTIAL KIT PLUS;OCSD;0
UU011698675;56908 KETAC CEM EASYMIX TRIAL KIT;OCSD;0
UU010434452;56633 KETAC MOLAR EASYMIX;OCSD;0
UU010434676;56895 RELYX U200 AUTOMIX RF A2;OCSD;0
UU010434692;56897 RELYX U200 AUTOMIX RF TR;OCSD;0
UU010483996;36972 EXPRESS XT PUTTY SOFT RF;OCSD;0
UU011264791;56878 RELYX U200 RF A2;OCSD;0
UU011264809;56879 RELYX U200 RF A3 O;OCSD;0
UU011265327;56877 RELYX U200 RF TR;OCSD;0
UU012120141; 56866 FIBER POST DRILL SIZE 3 RF;OCSD;0
UU012120158;56865 FIBER POST DRILL SIZE 2 RF;OCSD;0
UU012120166;56864 FIBER POST DRILL SIZE 1 RF;OCSD;0
UU012121636;56863 RELYX FIBER POST SIZE 3 RF;OCSD;0
UU012121644;56862 RELYX FIBER POST SIZE 2 RF;OCSD;0
UU012121651;56861 RELYX FIBER POST SIZE 1 RF;OCSD;0
UU012349484;46956 PROTEMP 4 RF A2;OCSD;0
UU012349625;46957 PROTEMP 4 RF A3;OCSD;0
70001414385;MAP065 ACTISORB+25 6.5x9.5cm;MSD;0
70001414393;MAP105 ACTISORB+25 10.5x10.5cm;MSD;0
70001414435;MAP190 ACTISORB+25 10.5x19cm;MSD;0
70001409823;CAD7050 SILVERCEL NAHA 5x5cm;MSD;0
70001409740;CAD7011 SILVERCEL NAHA 11x11cm;MSD;0
70001409781;CAD7020 SILVERCEL NAHA 10x20cm;MSD;0
70001409864;CAD7230 SILVERCEL NAHA 2.5x30.5cm;MSD;0
70001400756;2012 ADAPTIC 7.6x7.6cm;MSD;0
70001400897;2014 ADAPTIC 7.6x40.6cm;MSD;0
70001400913;2015 ADAPTIC 7.6x20.3cm;MSD;0
70001419582;TCH501 ADAPTIC TOUCH 5x7.6cm;MSD;0
70001419665;TCH502 ADAPTIC TOUCH 7.6x11cm;MSD;0
70001419780;TCH503 ADAPTIC TOUCH 12.7x15cm;MSD;0
70001419889;TCH504 ADAPTIC TOUCH 20x32cm;MSD;0
70001414013;MAD003 ADAPTIC DIGIT S 2cm;MSD;0
70001414070;MAD013 ADAPTIC DIGIT M 2.4cm;MSD;0
70001414153;MAD023 ADAPTIC DIGIT L 2.8cm;MSD;0
70001414237;MAD042 ADAPTIC DIGIT XL 3cm;MSD;0
70001414294;MAD062 ADAPTIC DIGIT Toe 2.8cm;MSD;0
70001401358;2981 FIBRACOL+ 5.1x5.1cm;MSD;0
70001401374;2982 FIBRACOL+ 10.1x11.2cm;MSD;0
70001401390;2983 FIBRACOL +10.2x22.2cm;MSD;0
70001401416;2984 FIBRACOL+ 1x40cm;MSD;0
70001418352;PS2028 PROMOGRAN Prisma 28cm2;MSD;0
70001418436;PS2123 PROMOGRAN Prisma 123cm2;MSD;0
KCI00000011;MAP065 ACTISORB25 6.5x9.5cm 10u/i 5i/bx;MSD;0
KCI00000029;MAP105 ACTISORB25 10.5x10.5 10u/i 5i/bx;MSD;0
KCI00000037;MAP190 ACTISORB25 10.5x19cm 10u/i 5i/bx;MSD;0
KCI00000045;CAD7050 SILVERCEL NA HA 5x5 10u/i 5i/bx;MSD;0
KCI00000052;CAD7011 SILVERCEL NA HA 11x11 10u/i 5i/b;MSD;0
KCI00000060;CAD7020 SILVERCEL NA HA 10x20 5u/i 5i/b;MSD;0
KCI00000078;CAD7230 SILVERCEL NAHA 2.5x30.5 5u/i5i/b;MSD;0
KCI00000086;2012 ADAPTIC 7.6x7.6cm 50u/i 12i/b;MSD;0
KCI00000094;2014 ADAPTIC 7.6x40.6cm 36u/i 6 i/b;MSD;0
KCI00000102;2015 ADAPTIC 7.6x20.3cm 24u/i 6i/b;MSD;0
KCI00000110;TCH501 ADAPTIC TOUCH 5x7.6cm 10u/i 5i/b;MSD;0
KCI00000128;TCH502 ADAPTIC TOUCH 7.6x11cm 10u/i 5i/b;MSD;0
KCI00000136;TCH503 ADAPTIC TOUCH 12.7x15 10u/i 5i/b;MSD;0
KCI00000144;2981 FIBRACOL+ 5.1x5.1cm 12u/i 6i/b;MSD;0
KCI00000151;2982 FIBRACOL+ 10.1x11.2cm 12u/i 6i/b;MSD;0
KCI00000169;2983 FIBRACOL+ 10.2x22.2cm 6u/i 6i/b;MSD;0
KCI00000177;2984 FIBRACOL+ 1x40 cm 6u/i 6i/bx;MSD;0
KCI00000185;PS2028 PROMOGRAN Prisma 28cm2 10u/i 4i/b;MSD;0
KCI00000193;PS2123 PROMOGRAN Prisma 123cm2 10u/i 4ib;MSD;0
70001414831;MNG15N Nu-Gel 15gr   3EA/BX 45BX/CS;MSD;0
70001700841;PRD500-050 Kerramax Care 10 x 10 cm;MSD;0
70001700957;PRD500-120 Kerramax Care 10 x 22 cm;MSD;0
70001700452;TCH501 Adaptic Touch 5x7,6cm 10ea/bx 5bx/cs;MSD;0
70001700494;TCH502 Adaptic Touch 7,6x11cm 10ea/bx 5bx/cs;MSD;0
70001700551;TCH503 Adaptic Touch 12,7x15cm 10ea/bx 5bx/cs;MSD;0
70001700601;TCH504 Adaptic Touch 20x32cm 5ea/bx 10bx/cs;MSD;0
70001701484;2012 Adaptic 7,6x7,6cm 50 ea/bx 12 bx/cs;MSD;0
70001701500;2014 Adaptic 7,6x40,6cm 36 ea/bx 6 bx/cs;MSD;0
70001701518;2015 Adaptic 7,6x20,3cm 24 ea/bx 6 bx/cs;MSD;0
70001700338;MAD003 Adaptic Digit S 2cm 10 ea/bx 17 bx/cs;MSD;0
70001700361;MAD013 Adaptic Digit M 2,4cm 10 ea/bx 17 bx/cs;MSD;0
70001700395;MAD023 Adaptic Digit L 2,8cm 10 ea/bx 17 bx/cs;MSD;0
70001700411;MAD042 Adaptic Digit XL 3cm 10 ea/bx 17 bx/cs;MSD;0
70001700445;MAD062 Adaptic Digit Toe 2,8cm 10 ea/bx 17 bx/cs;MSD;0
70001705915;CAD7050 Silvercel NA 5x5cm 10 ea/bx 5 bx/cs;MSD;0
70001705873;CAD7011 Silvercel NA 11x11cm 10 ea/bx, 5 bx/cs;MSD;0
70001705899;CAD7020 Silvercel NA 10x20cm 5 ea/bx, 5 bx/cs;MSD;0
70001705931;CAD7230 Silvercel NA 2,5x30,5cm 5 ea/bx, 5 bx/cs;MSD;0
70001401366;2981 Fibracol Plus 5,1x 5,1cm 12 ea/bx 6 bx/cs;MSD;0
70001401382;2982 Fibracol Plus 10,1x11,2cm 12 ea/bx 6 bx/cs;MSD;0
70001401408;2983 Fibracol Plus 10,2x22,2cm 6 ea/bx 6 bx/cs;MSD;0
70001401424;2984 Fibracol Plus 1x50cm 6 ea/bx 6 bx/cs;MSD;0
70001701278;Nu-Gel Hidrogel con Alginato 15g 10ea/bx 4bx/cs;MSD;0
70001418428;PS2028 Promogran Prisma 28cm2  10ea/bx 4bx/cs;MSD;0
70001418485;PS2123 Promogran Prisma 123cm2  10ea/bx 4bx/cs;MSD;0
70001414427;MAP105 Actisorb Plus 25 10,5x10,5cm  10ea/bx 5bx/cs;MSD;0
70001417024;PRE1001US Prevena P&P System 20 cms;MSD;0
70001417255;PRE1101US Preven P&P Kit 13 cms;MSD;0
70001417149;PRE1055US Prevena Dressing 20 cms;MSD;0
70001417404;PRE1155US Prevena Dressing 13 cms;MSD;0
70001417180;PRE1095 Prevena CANISTER 45 ml;MSD;0
70001418329;PRE9090 Connector Prevena To VAC 10u/c;MSD;0
70001417339;PRE1121US Prevena Duo P&P 13cm System;MSD;0
70001417727;PRE3255US Prevena P&P 35cm dressing 5/k;MSD;0
70001417636;PRE3201US Preven Plus kit P&P 35cm;MSD;0
70001417776;PRE4000US Prevena Custom Kit PLUS 125cm;MSD;0
70001417925;PRE4001US Prevena Plus kit Customizable;MSD;0
70001418014;PRE4055US Prevena Plus Dressing 5/c;MSD;0
70001418048;PRE4095 Prevena Plus 150ML;MSD;0
70001419319;SNPA125US SNAP 125mmHg Cartridge;MSD;0
70001418824;SKTF10X10 SNAP Adv Dressing Kit 10x10cm;MSD;0
70001418931;SKTF15X15 SNAP Adv Dressing Kit 15x15cm;MSD;0
70001418949;SKTF20X20 SNAP Adv Dressing Kit 20x20cm;MSD;0
70001409526;BKTF14X11 SNAP Bridge Dressing Kit;MSD;0
70001418857;SKTF14X34 SNAP Long Dressing Kit;MSD;0
70001419384;SRNG10 SNAP SecurRing Hydrocolloid;MSD;0
70001419574;STPAS SNAP Strap Small;MSD;0
70001419525;STPAM SNAP Strap Medium;MSD;0
70001419459;STPAL SNAP Strap Large;MSD;0
70001429920;PRE4010 Prevena Plus 125 Therapy Unit 14 Day;MSD;0
70001433849;M8275051/10 Granufoam Small Kit 10u/c;MSD;0
70001412934;M8275052/10 Granufoam Medium Kit 10u/c;MSD;0
70001413049;M8275053/10 Granufoam Large Kit 10u/c;MSD;0
70001433971;M8275065/5 Granufoam X-Large Kit 5u/c;MSD;0
70001411993;M6275033/10 Whitefoam S Foam Only 10u/c;MSD;0
70001412025;M6275034/10 Whitefoam L Foam Only 10u/c;MSD;0
70001413791;M8275098/10 Granufoam Silver S Kit 10u/c;MSD;0
70001413734;M8275096/10 Granufoam Silver M Kit 10u/c;MSD;0
70001413858;M8275099/10 Granufoam Silver L Kit 10u/c;MSD;0
70001433815;M8275042/10 Granufoam Bridge Kit 10u/c;MSD;0
70001412819;M8275046/5 Simplace EX S Kit 5u/c;MSD;0
70001412777;M8275045/5 VAC Simplace EX M Kit 5u/c;MSD;0
70001429433;M8275058/10 ActiVAC Canister 300ml 10u/c;MSD;0
70001433948;M8275063/10 InfoVAC Canister 500ml 10u/c;MSD;0
70001413700;M8275093/5 InfoVAC  Canister 1000ml 5u/c;MSD;0
70001408692;ABT1055 Abthera Advanced Kit 5u/c;MSD;0
70001411951;M6275009/10 VAC Drape 10u/c;MSD;0
70001433914;M8275057/10 SENSATRAC Pad Only 10u/c;MSD;0
70001421943;ULTLNK0500 VERALINK CASSETTE 5u/c;MSD;0
70001421885;ULTDUO0500 VERATRAC Duo Tube Set 5u/c;MSD;0
70001422073;ULTVCL05MD VERAFLO Cleanse Drssng M 5u/c;MSD;0
70001422024;ULTVCC05MD VERAFLO Cleanse Choice M 5u/c;MSD;0
70001422255;ULTVFL05SM VERAFLO Dressing Kit S 5u/c;MSD;0
70001422198;ULTVFL05MD VERAFLO Dressing Kit M 5u/c;MSD;0
70001422131;ULTVFL05LG VERAFLO Dressing Kit L 5u/c;MSD;0
70001436115;340000 ActiVAC Unit;MSD;0
70001421836;ULTDEV01/US VAC Ulta Unit;MSD;0
70001412082;M6275066/10 VAC Y Connector Assy 10u/c;MSD;0
70200793886;C250 3M Curos Protector Desinfectantes para       conectores libre de aguja (Tiras);MSD;0
70200793878;C270 3M Curos Protector Desinfectantes para       conectores libre de aguja (tapas);MSD;0
70200792870;CS270 3M Curos Stopper Protector Desinfectantes   para conector luer hembra (tapas);MSD;0
70200792896;CS250 3M Curos Stopper Protector Desinfectantes   para conector luer hembra (tiras);MSD;0
70200793845;CT270 Curos Protector Desinfectante Tego® para    conector hemodialisis;MSD;0
UU009030774;C250 3M Curos Protector Desinfectantes para       conectores libre de aguja (Tiras);MSD;0
UU009457431;CS250 3M Curos Stopper Protector Desinfectantes   para conector luer hembra (tiras);MSD;0
70201187781;CT270 Curos Protector Desinfectante Tego;MSD;0
UU011895354;CFF10-250R CURIS STRIP 250/BOX;MSD;0
UU011895321;CSA5 - 250R CUROS STOPPER´RED;MSD;0
70006642402;Transbond Plus CC Adhesive 2 syringe kit;OCSD;19
70202179605;Gemini MBT 5x5 UL Hk;OCSD;0
70000837651;Clarity Advance MBT 022  5x5 UL Cuspid Hk APC     Plus;OCSD;0
70000837669;Clarity Advance MBT 022  3x3 UL Cuspid Hk APC Plus;OCSD;0
70202089457;Transbond LR Capsule kit;OCSD;0
70006629375;Gemini Roth 5x5 UL Hk APC II;OCSD;2
70202097740;712-070 Sondhi Indirect Bonding Adhesive;OCSD;0
70202188341;Clarity Roth 022  3x3 UL  Cuspid & Bicuspid Hk APC;OCSD;0
70202188465;Clarity MBT 022  5x5 UL Cuspid Hk APC Plus;OCSD;0
70202188440;Clarity MBT 022  3x3 UL Cuspid Hk APC Plus;OCSD;0
70202089465;Transbond XT Primer;OCSD;61
70202089473;Transbond XT Syringe Kit;OCSD;1
70202089481;Transbond XT Syringes 4/pk;OCSD;3
70202119676;AlastiK Easy-To-Tie Ligature;OCSD;0
70202119882;Victory Series BT Sng Cv Mb;OCSD;0
70202119890;Victory Series BT Sng Cv Mb;OCSD;0
70202183359;Victory Series BT Sng N-Cv Mb;OCSD;0
70202122613;Victory Series BT Sng N-Cv Mb;OCSD;0
70202026400;Victory Series BT Sng N-Cv Mb;OCSD;0
70202026426;Victory Series BT Sng N-Cv Mb;OCSD;0
70202025873;Victory Series BT Sng N-Cv Mb;OCSD;0
70202025857;Victory Series BT Sng N-Cv Mb;OCSD;3
70202097807;Transbond Plus Band Adhesive;OCSD;18
70202089523;Multi-Cure Band Cement;OCSD;27
70000840895;Transbond Supreme LV 2 jeringas;OCSD;0
70202119429;Alastik Easy To Tie Gray;OCSD;7
70202119411;Alastik Easy to tie Clear;OCSD;13
70000837578;CLARITY ADVANCED MBT KIT;OCSD;0
70000846686;UNITEK GEMINI CLEAR BKT kit;OCSD;52
70202011808;Miniature Twin Roth kit;OCSD;2
70202025931;DP,Tubo Simp MBT 1er M.LL 022-20°;OCSD;0
70202025956;DP,Tubo Simp MBT 1er M.LR 022-20°;OCSD;2
70000800121;DP,ARCO NITI- CL OF III 012 SUP;OCSD;0
70000800139;DP,ARCO NITI- CL OF III 012 INF;OCSD;0
70000800188;DP,ARCO NITI- TERM OF III 014 SUP;OCSD;2
70000800196;DP,ARCO NITI- TERM OF III 014 INF;OCSD;0
70006630175;DP,Tubo Simp MBT 1er M UR Funneled;OCSD;0
70006631553;DP,ARCO NITI- CL STAND 012 UP;OCSD;27
70006631561;DP,ARCO NITI- CL STAND 012 LW;OCSD;22
70006631876;DP,Tubo Simp MBT 2do M UL Funneled;OCSD;4
70006642428;DP,TRANSBOND PLUS COLOR CHANGE 4 JERINGAS 712-103 3M;OCSD;5
70202058338;DP,Lingual Buttons with mesh base ea;OCSD;6
70202063965;DP,Lingual Retainer Wire  0.32 25/pk;OCSD;0
70202067370;DP,ARCO AC. OF III .012 SUP;OCSD;5
70202067388;DP,ARCO AC. OF III .012 INF;OCSD;0
70202067396;DP,ARCO AC. OF III .014 SUP;OCSD;12
70202067404;DP,ARCO AC. OF III .014 INF;OCSD;6
70202067412;DP,ARCO AC. OF III .016 SUP;OCSD;22
70202067420;DP,ARCO AC. OF III .016 INF;OCSD;19
70202067438;DP,ARCO AC. OF III .018 SUP;OCSD;25
70202067446;DP,ARCO AC. OF III .018 INF;OCSD;17
70202067453;DP,ARCO AC. OF III .020 SUP;OCSD;18
70202067461;DP,ARCO AC. OF III .020 INF;OCSD;19
70202067479;DP,ARCO AC. OF III 16X16SUP;OCSD;2
70202067487;DP,ARCO AC. OF III 16X16 INF;OCSD;7
70202067495;DP,ARCO AC. OF III 16X22 SUP;OCSD;19
70202067503;DP,ARCO AC. OF III 16X22 INF;OCSD;15
70202067537;DP,ARCO AC. OF III 17X25 SUP;OCSD;30
70202067545;DP,ARCO AC. OF III 17X25 INF;OCSD;70
70202067578;DP,ARCO AC. OF III 18X25 SUP;OCSD;1
70202067586;DP,ARCO AC. OF III 18X25 INF;OCSD;0
70202067594;DP,ARCO AC. OF III 19X25 SUP;OCSD;65
70202067602;DP,ARCO AC. OF III 19X25 INF;OCSD;0
70202067610;DP,ARCO AC. OF III 21X25 SUP;OCSD;7
70202067628;DP,ARCO AC. OF III 21X25 INF;OCSD;3
70202071638;DP,Nitinol Closed Coil Spring 9mm Light;OCSD;0
70202071646;DP,Nitinol Closed Coil Spring 9mm Medium;OCSD;2
70202071661;"DP,Nitinol Open Coil Spring 7"" Light";OCSD;9
70202071679;"DP,Nitinol Open Coil Spring 7"" Medium";OCSD;3
70202071687;"DP,Nitinol Open Coil Spring 7"" Heavy";OCSD;0
70202072388;DP,Ligature Ties 0.10 preformed x1000;OCSD;0
70202072941;DP,ELASTICOS DEBBIE;OCSD;7
70202072958;DP,ELASTICOS BUMMER;OCSD;11
70202072990;DP,ELASTICOS GLORIA;OCSD;1
70202073006;DP,ELASTICOS ROBERTO;OCSD;1
70202073477;DP,ALASTIK SEPARATOR POSTERIOR BLUE X1000;OCSD;0
70202074269;DP,Continuous Chains Bobbin, C-1 color Gray 457 cm;OCSD;27
70202074277;DP,Continuous Chains Bobbin, C-1 color Clear  457 cm;OCSD;7
70202074301;DP,Continuous Chains Bobbin, Ck color Gray, 457 cm;OCSD;2
70202074319;DP,Continuous Chains Bobbin, Ck color Clear, 457 cm;OCSD;1
70202077346;DP,ARCO NITI- CL OF III 014 SUP;OCSD;32
70202077353;DP,ARCO NITI- CL OF III 014 INF;OCSD;31
70202077361;DP,ARCO NITI- CL OF III. 016 SUP;OCSD;25
70202077379;DP,ARCO NITI- CL OF III. 016 INF;OCSD;23
70202077387;DP,ARCO NITI- CL OF III 018 SUP;OCSD;18
70202077395;DP,ARCO NITI- CL OF III. 018 INF;OCSD;14
70202077403;DP,ARCO NITI- CL OF III 020 SUP;OCSD;11
70202077411;DP,ARCO NITI- CL OF III 020 INF;OCSD;10
70202077643;DP,ARCO NITI- SE OF III OVAL.014 SUP;OCSD;11
70202077650;DP,ARCO NITI- SE OF III OVAL.014 INF;OCSD;4
70202077668;DP,ARCO NITI- SE OF III OVAL.016 SUP;OCSD;10
70202077676;DP,ARCO NITI- SE OF III OVAL.016 INF;OCSD;8
70202077684;DP,ARCO NITI- SE OF III OVAL.018 SUP;OCSD;6
70202077692;DP,ARCO NITI- SE OF III OVAL.018 INF;OCSD;1
70202077882;DP,ARCO NITI- TERM OF III 016 SUP;OCSD;3
70202077908;DP,ARCO NITI- TERM OF III 016 INF;OCSD;3
70202077924;DP,ARCO NITI- TERM OF III 018 SUP;OCSD;11
70202077940;DP,ARCO NITI- TERM OF III 018 INF;OCSD;11
70202078781;DP,ARCO NITI- CL OF III 16X22 SUP;OCSD;25
70202078799;DP,ARCO NITI- CL OF III 16X22 INF;OCSD;19
70202078823;DP,ARCO NITI- CL OF III U 017X025 SUP;OCSD;26
70202078831;DP,ARCO NITI- CL OF III L 017X025 INF;OCSD;25
70202078880;DP,ARCO NITI- CL OF III U 018X025 SUP;OCSD;0
70202078898;DP,ARCO NITI- CL OF III L 018X025 INF;OCSD;2
70202078906;DP,ARCO NITI- CL OF III 19X25 SUP;OCSD;32
70202078914;DP,ARCO NITI- CL OF III 19X25 INF;OCSD;22
70202078989;DP,ARCO NITI- TERM OF III 16X22 SUP;OCSD;1
70202079003;DP,ARCO NITI- TERM OF III 16X22 INF;OCSD;0
70202079060;DP,ARCO NITI- TERM OF III 19X25 SUP;OCSD;0
70202079086;DP,ARCO NITI- TERM OF III 19X25 INF;OCSD;0
70202079102;DP,ARCO NITI- TERM OF III 17X25 SUP;OCSD;0
70202079128;DP,ARCO NITI- TERM OF III 17X25 INF;OCSD;0
70202079144;DP,ARCO NITI- TERM OF III 21X25 SUP;OCSD;1
70202079169;DP,ARCO NITI- TERM OF III 21X25 INF;OCSD;0
70202079185;DP,ARCO NITI- SE OF III 016X016 SUP;OCSD;0
70202079193;DP,ARCO NITI- SE OF III 016X016 INF;OCSD;0
70202079201;DP,ARCO NITI- SE 16X22 OF III SUP;OCSD;0
70202079219;DP,ARCO NITI- SE 16X22 OF III INF;OCSD;0
70202079227;DP,ARCO NITI- SE 17X25 OF III SUP;OCSD;0
70202079235;DP,ARCO NITI- SE 17X25 OF III INF;OCSD;0
70202079268;DP,ARCO NITI- SE 18X25 OF III SUP;OCSD;0
70202079276;DP,ARCO NITI- SE 18X25 OF III INF;OCSD;0
70202079284;DP,ARCO NITI- SE OF III.019X.025 SUP;OCSD;1
70202079292;DP,ARCO NITI- SE OF III.019X.025 INF;OCSD;0
70202079300;DP,ARCO NITI- SE OF III U 021X025 INF;OCSD;0
70202079318;DP,ARCO NITI- SE OF III L 021X025 SUP;OCSD;0
70202084888;DP,WAX-PAK 100/PK CERA ALIVIO;OCSD;6
70202089416;DP,Transbond MIP bottle;OCSD;0
70202089507;DP,Transbond LR 25 capsulas 712-038 UNITEK;OCSD;0
70202098862;DP,ARCO NITI- TERM OF.III 0.20 SUP;OCSD;5
70202098888;DP,ARCO NITI- TERM OF.III 0.20 INF;OCSD;4
70202104041;DP,Mini Tubo 2do M LL  C.D MBT;OCSD;0
70202104058;DP,Mini Tubo 2do M LR  C.D MBT;OCSD;0
70202104082;DP,Mini Tubo 2do M UL  C.D MBT;OCSD;0
70202104090;DP,Mini Tubo 2do M UR  C.D MBT;OCSD;0
70202179696;DP,Mini Tubo 2do PREM UR/UL  C.D MBT;OCSD;0
HI010225186;Miniature Twin Kit 5x5 u/L W/hk 022 MBT;OCSD;0
70006642444;Transbond PLUS Color Change    Adhesive Syringe Sample (1ea);OCSD;3
78809862044;Transbond Plus Self Etching    Self Etching Primer (100/Bx);OCSD;0
78809862077;Transbond Plus Self Etching    Self Etching Primer (20/bx);OCSD;0
70000807167;Braided OF III Ovoid           U 017X025;OCSD;3
70000807175;Braided OF III Ovoid           L 017X025;OCSD;4
70000807209;Braided OF III Ovoid           U 019X025;OCSD;6
70000807217;Braided OF III Ovoid           L 019X025;OCSD;5
70202069822;Perm SS Post Arch OF III Ovoid U 019X025 44MM;OCSD;0
70202069830;Perm SS Post Arch OF III Ovoid U 019X025 42MM;OCSD;4
70202069848;Perm SS Post Arch OF III Ovoid U 019X025 40MM;OCSD;0
70202069855;Perm SS Post Arch OF III Ovoid U 019X025 38MM;OCSD;2
70202069863;Perm SS Post Arch OF III Ovoid U 019X025 36MM;OCSD;2
70202069871;Perm SS Post Arch OF III Ovoid U 019X025 34MM;OCSD;0
70202069889;Perm SS Post Arch OF III Ovoid U 019X025 32MM;OCSD;6
70202069947;Perm SS Post Arch OF III Ovoid L 019X025 30MM;OCSD;1
70202069954;Perm SS Post Arch OF III Ovoid L 019X025 28MM;OCSD;0
70202069962;Perm SS Post Arch OF III Ovoid L 019X025 26MM;OCSD;0
70202069970;Perm SS Post Arch OF III Ovoid L 019X025 24MM;OCSD;4
70202069988;Perm SS Post Arch OF III Ovoid L 019X025 22MM;OCSD;7
70202078765;Nitinol CL OFIII Ovoid         U 016X016 Unit of Use;OCSD;9
70202078773;Nitinol CL OFIII Ovoid         L 016X016 Unit of Use;OCSD;8
70202078807;Nitinol CL OFIII Ovoid         U 017X022 Unit of Use;OCSD;4
70202078815;Nitinol CL OFIII Ovoid         L 017X022 Unit of Use;OCSD;1
70202078922;Nitinol CL OFIII Ovoid         U 021X025 Unit of Use;OCSD;2
70202078930;Nitinol CL OFIII Ovoid         L 021X025 Unit of Use;OCSD;0
70202090901;Molar Band Nar Contoured Reg MEU Lt 1Molar 31;OCSD;9
70202090919;Molar Band Nar Contoured Reg MEU Lt 1Molar 31+;OCSD;2
70202090927;Molar Band Nar Contoured Reg MEU Lt 1Molar 32;OCSD;2
