Codigo;Descripcion Comprador
70201056531;3M CLINPRO XT VARNISH FLUOR 10 GRS.CLICKER VCTO 13 MESES FICHA ADJUNTA ENTREGA 3 DIAS
70201030981;DISCO SOFLEX LINEA XT GRANO FINO PEQUENO BOLSA 30 UNIDADES COLOR AMARILLO
70201030965;"DISCO DE PULIDO GRUESO (CHICO ), MONTADOS SOBRE DISCOS DE PLASTICO, DIAMETRO EN LOS DISCOS DE 3/8 NUEVA PRESENTACION BOLSA DE 30 UNIDADES DE DISCOS SOFLEX 4930C MARCA 3M ESPE PROCEDENCIA USA SE ADUNTA FICHA TECNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO"""
70201135913;GC CEMENTO QUIRURGICO COE PAK 90ML.BASE+90ML CATALIZADOR FICHA TECNICA VCTO SUP A 13 MESES
70202078914;ARCO NITI.TERMOACTIV.INF.019X025 F.III 10 UDS. UNITEK UNITEK-4297-920
70201408054;RESINA FLOW COLOR A3 FOTOCURABLE NANOHIBRIDA PRESENTACION 1.8GR., MARCA 3M ESPE VCTO 2025.
70006631553;NITINOL CL OFIII OVOID L 016 UNIT OF USE 4296-520 - MARCA:- COD:70202077379 VTO ENTREGA EN:2 A 3 DIAS CON STOCK 65 DIAS
70201144139;527832 ACID.ORTOF.JER.3ML SCOTCH 3M DENTAL. VCTO. 07-2025 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201030882;3M70201030957 DISCO SOF-LEX 12´´ 4851 SUPER FINO BOLSA 30 UNDS
70201050930;7510 VITREBOND FOTOCURADO 3M - MARCA:3M- COD:XH002405419 UN VTO ENTREGA EN:10-15 DIAS HABILES
XH002417356;ADHESIVO UNIVERSAL SINGLE BOND FRASCO DE 3 GRAMOS MARCA 3M
70201139303;3M7020113930 ADHESIVO SINGLE BOND UNIVERSAL 3ML MARCA 3M VENCIMIENTO SUPERIOR 12 MESES
70201031005;3M DISCO SOFLEX GRUESO PLAST 4931C 12 BOLSA 30 UNID EX-2382C MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS
70201057711;IONOMERO DE BASE FOTOCURADO - POLVO LIQUIDO - VITREBOND - 3M
70202098888;"252-0153 ARCO NITINOL SUPERELASTICO .020 ORTHOFORM II INFERIOR,MARCA 3M UNITEK, PROCEDENCIA USA DESCRIPCIÓN: LOS ARCOS DE NITINOLTM OFRECEN LA ELASTICIDAD Y MALEABILIDAD DEL ACERO Y EL RANGO DE TRABAJO Y LAS FUERZAS LIGERAS QUE SÓLO EL NÍQUEL TITANIO PUEDE OFRECER. PRODUCTO PARA USO EN TRATAMIENTOS DE ORTODONCIA. CARACTERÍSTICAS Y BENEFICIOS: . ALAMBRE DE FUERZA MEDIA, FÁCILMENTE DEFORMABLE . FRICCIÓN MEDIA. FUERZAS UN 40 % MENORES QUE EL ACERO INOXIDABLE . MÓDULO BAJO . EL MÁS RÍGIDO DE LOS ALAMBRES NITINOL RECOMENDADO PARA LA REALIZACIÓN DE DOBLECES DIRIGIDOS AL CIERRE DE ESPACIOS . TERMINADO MATE PARA UNA MEJOR APARIENCIA ESTÉTICA . RANGO DE TRABAJO LARGO . DISPONIBLES EN FORMA REDONDA Y RECTANGULAR PARA RANURAS DE .018 Y .022 . PREFORMADOS, NO SE DEFORMAN . PRESENTACIÓN EN UNIDAD PARA EVITAR CONTAMINACIÓN"""
70202067420;ARCOS NITI.CLASICO INF.016 OF.III UNIDAD UNITEK UNITEK-4296-520U OVOIDE
70201144139;527832 ACID.ORTOF.JER.3ML SCOTCH 3M DENTAL
70000850456;CASO BRACKET GEMINI TWIN ROTH 022 119-173
70201059915;527777 FILTEK Z350 XT TONO A3.5B 3M DENTAL, COD-SCFHM VENCIMIENTO AGOSTO 2025-SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 1 DIA HABIL. EL DESPACHO NO TIENE COSTO ADICIONAL.
70201401158;CLINPRO WHITE VARNISH 100 UNIDOSIS CON 100 PINCELES 3M - MARCA:3M- COD:70201088260 KT VTO ENTREGA EN:2 DIAS HABILES
70201088260;3M CLINPRO WHITE VARNISH 100 DOSIS MENTA CON TRI-CALCIO VCTO 13 MESES DESDE RECEPCION FICHA ADJUNTA CERTIFICACION ADJUNTA ENTREGA 2 DIAS HABILES.
70201408419;4862A3 BULK FLOW SYR 2G, 2SYRKT APACLA 3M - MARCA:3M- COD:70201408419 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201057711;I-LINER IONOMERO BASE JERINGA 2,5 GRS. VENCIMIENTO 11-2026
70201026088;I-LINER IONOMERO-BASE JERINGA 2,5GR MARCA I-DENTAL SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO 24 MESES FLETE IN LUIDO
70201051995;3M COMPOSITE FILTEK P60 JERINGA C2 8100 SE ADJUNTA FICHA TECNICA VCTO SUP A 13 MESES
70201030973;DISCO PARA PULIR COMPOSITE, BASE PLÁSTICO, REVESTIMIENTO DE ÓXIDO DE ALUMINIO, GRANO MEDIANO 38 SIMILAR O EQUIVALENTE A DISCO 2381M4930M MARCA 3M PRESENTACION BOLSA CON 30 DISCOS, VALOR INGRESADO POR UNIDAD DE DISCO
70201413591;MD 2452 PORTA DISCO TSOFLEX X1 TDV 9911 VENCIMIENTO SUPERIOR A 12 MESES, DESPACHO EN 2 DÍAS HÁBILES DESDE ACEPTADA LA OC.
70201057711;I-LINER IONOMERO-BASE JERINGA 2,5GR - MARCA:BARMERO- COD:BID318 UN VTO ENTREGA EN:4-5 DIAS HABILES
70201408054;3M FILTEK SUPREME FLOW RESTORATIVE A3 JERINGA UNIDAD
70202067545;BRAIDED OF III OVOID L 017X025 300-968 - MARCA:3M- COD:70000807175 VTO ENTREGA EN:5 A 7 DIAS CON STOCK65 DIAS
70201144139;527832 ACID.ORTOF.JER.3ML SCOTCH 3M DENTAL LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TECNICA. DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059881;RESINA COMPUESTA UNIVERSAL COLO A1 BODY, 4G . (SIMILAR Z350), MARCA 3M ESPE, PROCEDENCIA USA. VCTO 2025, SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 3 DÍAS. PRECIO OFERTADO INCLUYE FLETE
70201059899;527775 FILTEK Z350 XT TONO A2B 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VCTO MAYOR A 24 MESES. DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. SOCOFAR CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201076067;NEO SPECTRAT ST HV SYRINGE REFILL A3 - MARCA:- COD:60701983 VTO ENTREGA EN:5 A 10 DIAS
70201059824;COMPOSITE UNIVERSAL JERINGA TONO A2, (FILTEK UNIVERSAL A2 JERINGA) MARCA 3M ESPE, PROCEDENCIA USA, VCTO 2025, RESINA FOTO POLIMERIZACIÓN DISEÑADA PARA SER UTILIZADA EN RESTAURACIONES ANTERIORES Y POSTERIORES. PRESENTACIÓN DE JERINGAS DE 4 G. SE ADJUNTA FICHA TÉCNICA, PRECIO OFERTADO INCLUYE FLETE, DESPACHO EN 3 DÍAS,
70202067370;3072426-4 ARCO ACERO PREFORMADO SUPERIOR 0.12 ALAMBRE REDONDO EN FORMA DE HERRADURA PREFORMADO DE 0.12 PULGADAS DE DIAMETRO
70201408419;FILTEK ONE BULK FILL A3 3M - MARCA:3M- COD:70201404988 UN VTO ENTREGA EN:5 A 8 DIAS
70201408401;3M FILTEK BULK FILL FLOW A2 O A3 X 2 JER.2GRS CU MARCA 3M USA VCTO 13 MESES FICHA ADJUNTA CERT ADJUNTA ENTREGA 5 DIAS HABILES.
XH002405526;SELLANTE CONCISE INSTITUCIONAL - SOLO BOTELLA DE 6 ML - MARCA 3M
70201059907;JERINGA FILTEK Z350 XT TONO A3B 3M - MARCA:3M- COD:70201059907 UN VTO ENTREGA EN:15-20 DIAS HABILES
70201088260;BARNIZ DE FLUOR 5% CLINPRO, 3M ESPE. 100 UNIDADES.
70201413591;1983RA SOF-LEX MANDRELS 3PACK 3M - MARCA:- COD:70201413591 VTO ENTREGA EN:5 A 7 DIAS
70201050930;527819 KETAC N100 TONO A3 CLICKER, VCTO 11-2025, 3M DENTAL. DESPACHO EN 1 DIA HABIL, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201059899;3M7020105989-COMPOSITE FILTEK Z350XT BODY A2B 4GRS VENCIMIENTO SUPERIOR 12 MESES, MARCA 3M
70201031039;3M DISCO SOFLEX S.FINO PLAST 4931SF 12 BOLSA 30 UNID EX-2382SF MARCA 3M USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES. NO APLICA VCTO
70201139303;3M ADHESIVO SINGLE BOND 2 REP. FRASCO 3ML. VCTO 13 MESES FICHA ADJUNTA ENTREGA 2 DIAS HABILES
70202078906;10 ARCO ACERO F.III 019X025 SUP. UNITEK-300-027
70201059998;COMPOSITE FILTEK Z350 TONO C2 PRESENTACIÓN JERINGA DE 4GR CADA UNA COMPOSITE RESINA FOTO POLIMERIZACIÓN DISEÑADA PARA SER UTILIZADA EN RESTAURACIONES ANTERIORES Y POSTERIORES. RELLENO 100% NANOMÉTRICO VENCIMIENTO 2026 MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO
70201030940;DISCO LIJA SOFLEX 4851F 1-2 X30
70000879067;TUBOS SIMPLE PCEMEN. 2M SUP.IZQ. MBT UNITEK-067-9571 MARCA UNITEK USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70201144139;GS - 4 ACIDO GRAB FOSF GEL 37P GELACID 3,5ML X 2 UNIDADES
9020679685;BANDAS MBT PRIMER MOLAR INFERIOR TUBO DOBLE CONVERTIBLE DERECHO 43
9050679357;TUBOS SIMPLE PCEMEN. 2M INF.IZQ. ROTH 067-9353
70201059832;FILTEK SUPREME FLOW A3 MARCA 3M VENCIMIENTO 24 MESES
70202091339;BANDAS PRIMEROS MOLARES MBT 39 LR 3M UNITEK USA FICHA ADJUNTA VALOR UNIDAD
70201135913;RELYX TEMP (NO EUGENOL) MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO MINIMA 12 MESES FLETE INCLUIDO
70000879067;3MU70202026400 TUBO SIMPLE UL7 2DO MOLAR MBT NO CONVERTIBLE CEMEN DIRECT 067-9571
70201140764;527856 RELYX ULTIM.CLICK.TRASLU 3M DENTAL-VENCIMIENTO ABRIL 2025- SE ADJUNTA FICHA TECNICA. DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.
70201026088;I-LINER IONOMERO BASE JERINGA 2.5GRS, MARCA I-DENTAL
70201030924;DISCO SOF-LEX 12´´ 4851 GRUESO BOLSA 30 UNDS
70201051987;3M COMPOSITE FILTEK P60 JERINGA B2 8100
70201088260;527846 CLINP.WHI.VARN.100 C100P 3M DENTAL -VENCIMIENTO JULIO 2025- SE ADJUNTA FICHA TECNICA. DESPACHO EN 2 DIS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.
70000876105;TUBO SIMPLE MBT CEMENTADO DIRECTO PRIMER MOLAR INFERIOR DERECHO, MARCA 3M
70202078799;NITINOL CL OFIII OVOID L 016X022 UNIT OF USE 4297-854 - MARCA:- COD:70202078799 VTO ENTREGA EN:
70202077676;ARCO NITI TERMO 0.16 INFERIOR (10 PAQUETES X 10). OBLIGATORIO ADJUNTAR FORMULARIO N°1, N°2 Y N°3.
70201139303;ADHESIVO DENTAL FOTOPOLIMERIZABLE. SINGLEEBOND UNIVERSAL FRASCO DE 3ML. APLICACIÓN EN UNA SOLA CAPA Y UN SOLO PASO, SIN SENSIBILIDAD POSTOPERATORIA ALTA RESISTENCIA DE UNIÓN A TODAS LAS SUPERFICIES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO
70201030908;3M DISCO SOFLEX FINO PLAST 4930F 38 BOLSA 30 UNID EX-2381F. FICHA ADJUNTA, ENTREGA 4 DIAS HABILES, VCTO 13 MESES.
70201076067;527776 FILTEK Z350 XT TONO A3B 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VCTO MAYOR A 24 MESES DESPACHO EN 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. SOCOFAR CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70000850456;3MU70006629375 CASO BRACKET GEMINI CON APC I ROTH UL LTRT 5X5 HK 022 MARCA 3M UNITEK
70201140426;SINGLE BOND UNIVERSAL 5ML, ADHESIVO DE IMPRESIÓN. MACA 3M
70201059956;3M FILTEK Z350 XT UNIV.COLOR B2B JERINGA 7018B2B. FICHA ADJUNTA . VCTO 18 MESES ENTREGA 5 DIAS HABILES
70201401158;CLINPRO WHITE VARNISH 100 UNIDOSIS CON 100 PINCELES 3M - MARCA:3M-PRESENTACION DE 100 UNIDADES COD:70201088260 KT VTO ENTREGA EN:3-4 DIAS HABILES
70201408039;527806 FILTEK BULK FILL FLOW A2 MARCA 3M DENTAL CERTIFICACIONES ISO 13485 ISO 9001 PROCEDENCIA USA SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 12-2025 DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70202078914;ARCO NITI TERMO ORTHOFORM III 019X025 SUP 4297-865
70201059899;JERINGA FILTEK Z350 XT TONO A2B 3M - MARCA:3M- COD:70201059899 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201031013;"DISCO SOFLEX NARANJO PLASTICO MEDIANO 4931M TAMANO 1/2 (EX-2382M ½"") PRESENTACION BOLSA 30 VALOR UNIDAD"""
70201026088;527822 KIT VITREMER A3, VCTO 02-2025, 3M DENTAL. DESPACHO EN 1 DIA CORRIDO, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO
70201059899;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA
70201026088;IONOMERO DE RESTAURACION AUTOCURADO KETAC MOLAR, POLVO-LIQUIDO, MARCA 3M
70201057711;JERINGAS DE VIDRIO IONÓMERO DE FOTOCURADO PARA BASE CAVITARIA I-LINER JERINGA DE 2,5ML COMPÓMERO RADIOPACO, DE CURADO A LA LUZ, BASADO EN RESINAS COMPUESTAS MODIFICADAS CON POLIÁCIDO Y RELLENO DE IONÓMERO DE VIDRIO MARCA I-LINER SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
70201030882;"DISCOS SOFLEX ROJO PEQUEÑOS 4930C DISCOS SOF-LEX XT 3/8 SUPER FINO NUEVA PRESENTACIÓN BOLSA DE 30 UNIDADES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO OFERTA POR UNIDAD DE DISCO."""
70201030924;DISCO PULIDO SOFLEX GRANDE GRANO GRUESO. BOLSA X 30 UNIDADES. MARCA 3M
70201051979;COMPOSITE FILTEK P60 A3 4GRS VENCIMIENTO 18 MESES 3M CHILE
70201030957;3M DISCO SOFLEX S.FINO PAPEL 4851SF 12 BOLSA 30 UNID EX-1982SF
70201030924;DISCOS PULIDO SOF-LEX CARTON GRANDE 4851C NUEVA PRESENTACIÓN BOLSA DE 30 UNIDADES, GRANO GRUESO (NEGRO) SE ADJUNTA FICHA TÉCNICA FECHA DE VEBCIMIENTO MÍNIMA 24 MESES FLETE INCLUIDO
70201143149;"KIT MOLAR EASYMIX MATERIAL DE OBTURACIÓN DE IONÓMERO DE VIDRIO 3MT KETACT 56633, TONO A3, INCLUYE: 1 - POLVO DE 12.5 G TONO A3; 1 - LÍQUIDO DE 8.5 ML; 1 -CUCHARA; 1 - BLOCK DE MEZCLA; GUÍAS TÉCNICAS, MARCA 3M, KIT UNITARIO, VENCIMIANTO + 18 MESES"
70201143149;KETAC MOLAR EASYMIX ART. 3M
70201030940;DISCOS SOFLEX CARTON - 4851 F GRANDE AZUL CLARO FINO -BOLSA DE 30 UNIDADES - MARCA 3M. PRODUCTO NO POSEE FECHA DE VENCIMIENTO
70202071661;"RESORTE ABIERTO PARA ABRIR ESPACIOS DE NITINOL (NITI) 00.010 X 0.0254 MM ROLLO, PRODUCTO MARCA 3M UNITEK ,PROCEDENCIA USA. SE ADJUNTA CATALOGO DE LA MARCA"""
70201059915;527777 FILTEK Z350 XT TONO A3.5B 3M DENTAL LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 9 DÍAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MÍNIMO DE FACTURACIÓN 50.000. MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201079129;527804 FILTEK Z250 A3 3M DENTAL-VENCIMIENTO FEBRERO 2025- SE ADJUNTA FICHA TECNICA. DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.
70201138867;DYCAL USA
70201059899;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA MARCA 3M USA FICHA ADJUNTA
70202067446;ARCOS ACERO INFERIOR 0.018 FORMA CUADRADA / NATURAL PAQUETE DE 10 UNIDADES,PRODUCTO MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA,PRECIO INCLUYE FLETE
70201059832;3M FILTEK SUPREME FLOW RESTORATIVE A3 PACK 2 JERINGAS
70201051979;3M COMPOSITE FILTEK P60 JERINGA A3 8100 JERINGA MARCA 3M USA FICHA TECNICA ADJUNTA
70202078906;ARCOS NITI.CLASICO SUP.019X025 OF.III 10 UDS. UNITEK OVOIDE FIII UNITEK-4297-865
70201408054;3M FILTEK SUPREME FLOW RESTORATIVE A3 JERINGA UNIDAD FICHA TECNICA VCTO SUP A 13 MESES
70201050930;KETAC MOLAR EASYMIX 3M - MARCA:3M- COD:70201143149 UN VTO ENTREGA EN:5 A 6 DIAS
70000876105;FUN BT SNG N-CV MBT MBL RT 1MOLAR -20T0OF4.6MM 022 067-9764 - MARCA:- COD:70006630134 VTO ENTREGA EN:3 A 4 DIAS CON STOCK SIN 65 DIAS
70201404988;527816 FILTEK P60 A3 3M DENTAL -VENCIMIENTO MARZO 2025- LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 1 DIA HABIL. EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MÍNIMO DE FACTURACIÓN 50.000.
70201059899;COMPOSITE A2 RESINA FOTO POLIMERIZACIÓN DISEÑADA PARA SER UTILIZADA EN RESTAURACIONES ANTERIORES Y POSTERIORES. RELLENO 100% NANOMÉTRICO JERINGA DE 4 GRS. COLOR A2 BODY. VENCIMIENTO DESDE 2024
70202067545;252-1638 ARCO DE ACERO INOXIDABLE (SS) INFERIOR .017X.025 ORTHOFORM II (PAQUETE DE 10 UNIDADES)MARCA 3M UNITEK, PROCEDENCIA USA. CARACTERÍSTICAS Y BENEFICIOS: . LA PRECISIÓN EN EL ACABADO DE SUS CANTOS OFRECE UN MAYOR CONTROL DEL TORQUE DURANTE LAS ÚLTIMAS FASES DEL TRATAMIENTO. . SE PUEDEN APLICAR FUERZAS EFECTIVAS DURANTE EL TERMINADO, PERMITE HACER DOBLECES PARA EL DETALLADO. . ESTÁ DISPONIBLE EN VERSIÓN HÍBRIDA PARA UNA INSERCIÓN FÁCIL EN EL SISTEMA DE AUTOLIGADO SMARTCLIPTM SL3. . MODULO ALTO. . SUPERFICIE PÚLIDA PARA FACILITAR EL DESPLAZAMIENTO EN EL CIERRE DE ESPACIOS . LA PRECISIÓN EN EL ACABADO DE SUS CANTOS OFRECE UN MAYOR CONTROL DEL TORQUE DURANTE LAS ÚLTIMAS FASES DEL TRATAMIENTO. . PREFORMADOS, NO SE DEFORMAN . PRESENTACIÓN EN UNIDAD PARA EVITAR CONTAMINACIÓN
70201026088;MULTI CURE GI BAND CEMENT 712-050 - MARCA:- COD:70202089523 VTO ENTREGA EN:3 AA 4 DIAS CON STOCK65 DIAS
70202089465;TRANSBOND XT SYRINGE KIT 2 JERINGAS + PRIMER MARCA 3M USA VENCIMIENTO 12 MESES
70201144139;GE161-ACIDO ORTOFOSFORICO GEL 37% NACIONAL JERINGA 2,5ML
70201059915;3M FILTEK Z350 XT UNIV.COLOR A3.5B JERINGA 4 GRS MARCA 3M USA VCTO 13 MESES FICHA ADJUNTA ENTREGA 1 DIA HABIL.
70202077403;ARCOS NITINOL 0,020 SUP - FORMA OVOIDE (10 UNIDADES), MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA, DESÁCHO EN 4 DÍAS
70006631561;NITINOL ARCO CLASICO INFERIOR .012, PREFORMADO, ALEACION CON MEMORIA DE FORMA, TIPO 3M ORTHOFORMT III OVOIDE CAJA 10 UNIDADES MARCA 3M UNITEK PROCEDENCIA USA SE ADJUNTA FICHA TECNICA COD: NUEVO 3M7000663156
70201059899;COMPOSITE FILTEK Z350XT BODY A2B 4GRS
70201139303;ADHESIVO CUBETAS VPS 15 ML - MARCA:- COD:16622 VTO ENTREGA EN:5 A 7 DIAS
70202078914;ARCO NITI TERMO ORTHOFORM III 019X025 INF 4297-920
70202089382;527872 712-035 TRANS.XT SYRI.KIT 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 12-2025 DESPACHO EN 3 DIAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201030890;3M DISCO SOFLEX MEDIANO PAPEL 4850M 38 VALOR UNIDAD PRESENTACION DE VENTA BOLSA 30 UNID EX-1981M FICHA ADJUNTA ENTREGA 5 DIAS HABILES.
70201030890;DISCO SOF-LEX 38´´ 4850 FINO BOLSA 30 UNDS
70201030924;3M DISCO SOFLEX GRUESO PAPEL 4851C 12 BOLSA 30 UNID EX-1982C MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES. VCTO 18 MESES
70201016097;I-GEL ACIDO ORTOFOSFORICO PACK DE 4 UNIDADES 4,3 GR CU - MARCA:- PAK DE 4 JERINGAS COD:BID301 VTO ENTREGA EN:7 DIAS
70201059832;COMPOSITE FILTEK Z250 A3 4GRS 3M
70201059824;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA VCTO 18 MESES FICHA ADJUNTA
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML. MARCA 3M USA FICHA ADJUNTA VCTO SUP A 13 MESES DESDE RECEPCION ENTREGA 2 DIAS HABILES.
70201404970;3M7020140497-COMPOSITE FILTEK ONE BULK FILL A2 JERINGA DE 4GRS VENCIMIENTO 18 MESES
70201031013;3M DISCO SOFLEX MEDIANO PLAST 4931M 12 BOLSA 30 UNID EX-2382M MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS
70201401174;CLINPRO WHITE VARNISH 100 UNIDOSIS MELON, MARCA 3M ESPE. VCTO MAYOR A 12 MESES
70201026088;KIT VITREMER A3POLV.5GRS-LIQ.2,5-PRIM.2ML-GLAS.2ML 3M - MARCA:3M- COD:70201026088 KT VTO ENTREGA EN:2 DIAS HABILES O 15 DIAS
70201059832;3M FILTEK Z350 XT UNIV.COLOR A3B JERINGA 4 GRS MARCA 3M USA FICHA ADJUNTA
70000908593;TUBO SIMPLE CEMENTADO DIRECTO SEGUNDO MOLAR INFERIOR DERECHO PRESCRIPCIÓN ROTH MARCA 3M UNITEK PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO OFERTA POR UNIDAD DE TUBO
70201408039;COMPOSITE Z-350 XT -FILTEK FLOW A2 2G X2 JERINGAS -3M
70202067396;COTIZACION 12202 - MARCA:3M- COD:12202 VTO ENTREGA EN:3 A 4 DIAS CON STOCK 65 DIAS
70201026088;KETAC MOLAR EASYMIX 3M - MARCA:3M- COD:70201143149 UN VTO ENTREGA EN:15-20 DIAS HABILES
70201139303;527828 ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML, VCTO 01-2026, 3M DENTAL. DESPACHO 24 HORAS EN PEDRO LAGOS N° 200, MULCHEN SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201059899;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA 4 GRS MARCA 3M USA VCTO 13 MESES FICHA ADJUNTA ENTREGA 1 DIA HABIL.
70202078765;NITINOL CL OFIII OVOID U 016 UNIT OF USE 4296-519 - MARCA:- COD:70202077361 VTO ENTREGA EN:10 A 12 SIAS CON STOCK 65 DIAS
70202091081;BANDA 1ER. MOLAR LL 40 CON TUBO, ROTH, MARCA 3M
70201088260;BARNIZ FLUOR DURASHIELD 5% 0,4ML X1
XH002405039;3MXH00240503-SELLANTE CONCISE FOTOCURADO INSTITUCIONES
70201059899;MD 2857 COMPOSITE Z-350 XT A2B JER 4G VENCIMIENTO SUPERIOR A 12 MESES, DESPACHO EN 3 DÍAS HÁBILES DESDE ACEPTADA LA OC.
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5ML 3M - MARCA:3M- COD:70201140426 UN VTO ENTREGA EN:10-15 DIAS HABILES
70202067545;BRAIDED OF III OVOID L 019X025 300-972 - MARCA:- COD:70000807217 VTO ENTREGA EN:4-5 DIAS HABILES CON STOCK SIN STOCK 65 DIAS
70201076067;527785 FILTEK Z350 XT TONO A3E 3M DENTAL. VCTO. 06-2025 - SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 9 DÍAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MÍNIMO DE FACTURACIÓN 0.- MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201408401;527806 FILTEK BULK FILL FLOW A2 3M DENTAL
70202077346;ARCOS NITI.CLASICO SUP.014 OF.III 10 UDS. UNITEK OVOIDE FIII UNITEK-4296-517
